# Topologies for the library: topology_mining_and_Longxing_chip_3
# Author: Hugh Haddox
# Index: topology_mining_and_Longxing_chip_3.index.csv
library,name,topology
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B037B_C_A-39-0p60_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-41-175_0005,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_02_0087_0001_0003,2a3b
topology_mining_and_Longxing_chip_3,des_singl_3a0b-Nterm00c-35-B246_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_037_0462_0001_0003,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateB_C_D_A-50-0o60_0001,2a4b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-033-32-770_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B004E_D_C_A_B-48-0o60_0001,2a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs4A0B000B_A_C_D-58-1pc_0001,4h
topology_mining_and_Longxing_chip_3,relaxed_singles3A1B00centroidA_B_C_D-43-3o60_0001,3a1b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B184B_C_A-35-4o60_0001,HHH
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm03c-41-C1581_0005,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0479_0001_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B037B_A_C_E_D-44-0o60_0001,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-41-157_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_02_0344_0001_0003,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0375_0001_0001,4h
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0505_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-267-35-378_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B128C_D_B_A-44-2o80_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_2a4b_00_0254_0001_0001,2a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B037C_D_B_A-37-0pcp40_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B13alternateD_C_E_B_A-50-0pcp80_0001,2a3b
topology_mining_and_Longxing_chip_3,des_singl_3a0b-Nterm05c-40-B249_0004,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B031A_B_C-37-4pcp_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_045_0257_0001_0003,1a4b
topology_mining_and_Longxing_chip_3,des_singl_1a3b-Nterm08ca-35-C630_0004,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B063A_B_C-38-2o80_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles3A1B00centroidD_C_B_A-43-1o80_0001,3a1b
topology_mining_and_Longxing_chip_3,des__f_pairs_5a0b_009_0113_0001_0002,5a0b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B063A_B_C-38-1o_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-033-31-b792_0003,HHH
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-024-46-958_0001,2a2b
topology_mining_and_Longxing_chip_3,des_singl_2a3b-Nterm09c-44-D40_0004,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0384_0001_0003,4h
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateC_D_A_B-48-4o80_0001,2a4b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-007-31-692_0003,HHH
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-007-31-b691_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0146_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B04alternateB_A_E_D_C-46-3p60_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B022B_A_D_C-35-0o80_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidC_B_A_D_E-49-0o40_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A3B07centroidD_C_A_B-37-1p40_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a2b_058_0132_0001_0001,1a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B02centroidA_B-32-0o60_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B184A_C_B-37-0p_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-024-49-943_0004,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a3b_062_0287_0001_0002,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_039_0385_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-033-32-755_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0479_0001_0002,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B087A_C_D_E_B-51-2o_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B087B_E_D_C_A-45-2o_0001,1a4b
topology_mining_and_Longxing_chip_3,des_singl_1a3b-Nterm12c-35-C889_0005,1a3b
topology_mining_and_Longxing_chip_3,des_pairs_1a2b-205-33-b591_0002,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B041C_D_A_B-37-0o80_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_4a0b_030_0430_0001_0002,4h
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B10centroidA_B_C_D_E-50-0o60_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_079_0139_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0023_0001_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_030_0008_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-027-40-708_0004,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles1A3B07centroidB_D_C_A-34-0pcp40_0001,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A2B004A_B_C-31-1p80_0001,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B050D_B_C_A-43-2pc60_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_039_0395_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des_singl_1a3b-Nterm08ca-35-C627_0005,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B038D_E_B_A_C-38-1o80_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_3a1b_00_0420_0001_0001,3a1b
topology_mining_and_Longxing_chip_3,relaxed_singles1A3B02centroidA_D_C_B-37-0p40_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_059_0302_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B087A_C_D_E_B-51-4pc80_0001,1a4b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm02c-38-C1229_0005,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_09_0378_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a1b_00_0150_0001_0001,3a1b
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-024-43-b24_0005,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B035E_A_B_C_D-49-0p40_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_267_0304_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0236_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_09_0055_0001_0003,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0070_0001_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_00_0451_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0013_0001_0003,0a6b
topology_mining_and_Longxing_chip_3,des__f_singl_3a1b_00_0279_0001_0003,3a1b
topology_mining_and_Longxing_chip_3,des_singl_1a3b-Nterm04ca-41-C337_0003,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B00alternateB_A-35-1p80_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B10centroidA_B_C_D_E-50-3o80_0001,2a3b
topology_mining_and_Longxing_chip_3,des_singl_3a0b-Nterm10c-35-B255_0005,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B036B_C_A-33-0pc60_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-007-31-b687_0004,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0313_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-40-336_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B038D_E_C_A_B-45-0o80_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_5a0b_009_0055_0001_0002,5a0b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_010_0021_0001_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B063B_A_D_C-43-0o_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B008A_B_C-36-0o60_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B13centroidA_B_E_C_D-55-2o60_0001,2a3b
topology_mining_and_Longxing_chip_3,des_singl_1a3b-Nterm01c-35-C29_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_0a6b_013_0003_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_045_0037_0001_0003,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0096_0001_0001,4h
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0000_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0257_0001_0003,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs1A2B125B_A_C-29-3p80_0001,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B063B_A_D_C-43-0o80_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidA_B_C_D_E-46-1o80_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0065_0001_0003,4h
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_06_0285_0001_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_024_0007_0001_0003,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B000A_B_E_C_D-47-2pcp80_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0285_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_2a4b_00_0134_0001_0003,2a4b
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-022-36-926_0002,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B109B_C_D_A-34-1pc80_0001,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B10centroidA_B_C_D_E-53-4p40_0001,2a3b
topology_mining_and_Longxing_chip_3,relaxed_singles3A1B00centroidD_C_B_A-45-1o40_0001,3a1b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-027-40-728_0004,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B055D_C_A_B-45-4o80_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0029_0001_0003,0a6b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A6B013C_D_E_F_A_B-54-0o_0001,0a6b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-41-75_0005,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_05_0216_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateB_C_D_A-50-1o_0001,2a4b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-39-212_0004,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B000C_A_B-33-1pc80_0001,HHH
topology_mining_and_Longxing_chip_3,des_singl_2a3b-Nterm09c-44-D49_0003,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_00_0231_0001_0002,1a4b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm01c-36-C1027_0005,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A6B013E_F_A_B_C_D-52-2p80_0001,0a6b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_059_0345_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-027-40-718_0004,HHH
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-027-40-730_0003,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-042-36-62_0004,1a3b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm02c-40-C1246_0004,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_02_0016_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-41-311_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles0A6B01centroidC_B_A_D_E-49-1p40_0001,0a6b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0066_0001_0003,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B04centroidA_B_C-43-0o_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B128C_D_B_A-41-0p40_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0003_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_03_0447_0001_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_063_0007_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_13_0032_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0065_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a2b-205-31-b661_0005,1a2b
topology_mining_and_Longxing_chip_3,des__f_singl_3a1b_00_0344_0001_0003,3a1b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_05_0363_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A7B003E_G_B_A_C_D_F-57-1o_0001,0a7b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_128_0470_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B063B_A_D_C-43-1o40_0001,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-042-36-1_0004,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_11_0398_0001_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_007_0356_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B005C_B_A-34-3pc40_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-267-34-254_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a2b_058_0121_0001_0002,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B184A_C_B-32-0o40_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateD_A_B_C-47-3pc40_0001,2a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_006_0191_0001_0002,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A3B11alternateD_A_B_C-38-4pcp60_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0270_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_079_0231_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a3b_149_0322_0001_0003,2a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_031_0003_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0014_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0193_0001_0003,0a6b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0109_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_02_0044_0001_0003,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0232_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_3a1b_00_0085_0001_0001,3a1b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0057_0001_0003,0a6b
topology_mining_and_Longxing_chip_3,des_singl_3a0b-Nterm00c-35-B246_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0154_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm02c-39-C1319_0004,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0255_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_022_0085_0001_0001,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-027-40-718_0003,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_045_0110_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_006_0068_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B027C_B_A-41-3pcp60_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_042_0323_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B05alternateA_B_C_D-58-0pc80_0001,2a2b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm01c-35-C1084_0002,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-024-43-b33_0001,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_1a2b-205-32-663_0002,1a2b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidA_B_C_D_E-54-2p60_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A3B02centroidB_A_D_C-40-2o_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_007_0220_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidA_B_C_D_E-49-4pcp80_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B016C_D_B_A-37-1pcp80_0001,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidA_B_C_D_E-53-2pc80_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_3a0b_027_0129_0001_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B059D_C_B_A-42-0pcp80_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_039_0162_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_06_0044_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B000A_B_E_C_D-53-0pc80_0001,2a3b
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-042-36-21_0005,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B067A_B_C_E_D-52-0o_0001,2a3b
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm02c-38-C1261_0002,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0023_0001_0003,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A7B003E_G_B_A_C_D_F-56-1pc60_0001,0a7b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-39-279_0005,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-042-36-56_0004,1a3b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-077-31-803_0003,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B02centroidA_B_C_D_E-49-1o80_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_04_0083_0001_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A3B128B_A_C_D-42-1o80_0001,1a3b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-39-265_0004,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0307_0001_0002,4h
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B01centroidB_C_A-42-4p_0001,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-033-32-751_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0124_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_2a4b_00_0374_0001_0001,2a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B013A_C_B-29-0o40_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0509_0001_0002,4h
topology_mining_and_Longxing_chip_3,des_pairs_1a3b-267-35-261_0002,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A7B003E_G_B_A_C_D_F-60-4o40_0001,0a7b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_02_0001_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0212_0001_0003,4h
topology_mining_and_Longxing_chip_3,relaxed_singles3A1B00alternateD_C_B_A-41-2o60_0001,3a1b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B050D_B_C_A-44-0pc60_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs5A0B000C_A_D_B-50-1pc60_0001,5a0b
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-024-43-b31_0005,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_3a0b-033-32-751_0004,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B063C_D_A_B-40-0o80_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0344_0001_0003,4h
topology_mining_and_Longxing_chip_3,relaxed_singles0A6B01centroidC_B_A_D_E-50-1pc80_0001,0a6b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_007_0238_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateD_A_B_C-50-0o40_0001,2a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B044A_C_B-39-2pcp80_0001,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a2b-205-30-607_0001,1a2b
topology_mining_and_Longxing_chip_3,des_singl_2a3b-Nterm10c-50-D111_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0433_0001_0003,HHH
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-41-373_0005,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_041_0110_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_059_0438_0001_0002,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0063_0001_0001,4h
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateB_C_D_A-44-3pc60_0001,2a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B00centroidA_B_C_D-39-0o60_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B04alternateC_D_E_A_B-51-1p40_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles2A3B13alternateA_B_E_C_D-57-3p60_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_04_0003_0001_0003,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_01_0234_0001_0001,0a6b
topology_mining_and_Longxing_chip_3,relaxed_pairs0A7B003E_G_B_A_C_D_F-61-0o40_0001,0a7b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A2B003C_B_A-29-1o40_0001,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B054B_E_D_A_C-45-0o40_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a2b_058_0024_0001_0001,1a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs4A0B000B_A_C_D-57-0pc80_0001,4h
topology_mining_and_Longxing_chip_3,des_singl_2a2b-Nterm02c-38-C1228_0004,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_2a4b_00_0402_0001_0003,2a4b
topology_mining_and_Longxing_chip_3,des__f_singl_2a4b_00_0268_0001_0002,2a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_02_0013_0001_0003,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_04_0410_0001_0001,1a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs1A4B087A_C_D_E_B-50-1p40_0001,1a4b
topology_mining_and_Longxing_chip_3,des__f_pairs_1a3b_042_0478_0001_0001,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_11_0346_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_13_0088_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,des__f_singl_3a0b_07_0237_0001_0002,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_1a3b_13_0307_0001_0003,1a3b
topology_mining_and_Longxing_chip_3,relaxed_singles2A4B00alternateC_D_A_B-49-4o_0001,2a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B041A_B_C_D-38-3p40_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_1a4b_00_0180_0001_0001,1a4b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A3B004C_D_E_A_B-52-0p60_0001,2a3b
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_10_0363_0001_0003,2a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B026B_A-45-0pc80_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B063B_A_D_C-44-0o60_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_pairs_2a2b_065_0087_0001_0001,2a2b
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B00alternateB_A-36-0pcp_0001,2a2b
topology_mining_and_Longxing_chip_3,des_pairs_2a2b-022-37-927_0004,2a2b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B035A_C_B-42-0o40_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_singles2A2B01centroidA_B-30-0p60_0001,2a2b
topology_mining_and_Longxing_chip_3,des_singl_2a3b-Nterm10c-51-D92_0003,2a3b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B03alternateD_B_A_E_C-44-0pc40_0001,1a4b
topology_mining_and_Longxing_chip_3,des_pairs_1a4b-045-40-376_0003,1a4b
topology_mining_and_Longxing_chip_3,des__f_singl_2a3b_04_0404_0001_0002,2a3b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B036A_C_B-36-3pcp_0001,HHH
topology_mining_and_Longxing_chip_3,relaxed_pairs2A2B050D_B_C_A-43-0p_0001,2a2b
topology_mining_and_Longxing_chip_3,des__f_singl_0a6b_02_0000_0001_0002,0a6b
topology_mining_and_Longxing_chip_3,relaxed_pairs3A0B033C_B_A-33-2pcp80_0001,HHH
topology_mining_and_Longxing_chip_3,des__f_singl_4A0B_00_0302_0001_0002,4h
topology_mining_and_Longxing_chip_3,des__f_pairs_4a0b_030_0113_0001_0002,4h
topology_mining_and_Longxing_chip_3,des__f_pairs_1a4b_039_0484_0001_0002,1a4b
topology_mining_and_Longxing_chip_3,relaxed_singles1A4B03alternateD_B_A_E_C-51-1o40_0001,1a4b
